sentence,label
  وظیفه شما شکستن خطوط دشمنه,محاوره
باید حمله را متوقف کنید تو کدام خری هستی؟,رسمی
خدایا من با این چه کار کنم آخر؟ برو با فرمانده حرف بزن,رسمی
  در این دنیای پر از غصه سیاحت می کنم  ,محاوره
و با کمک تو میخوام کاری کنم که همینطور بمونه,محاوره
بگذار کمی استراحت کنم نه نمی‌توانیم,رسمی
به شرطی می‌آیم بیرون که کلیر را آزاد کنی,رسمی
جلوت را بپا از سر راهم برو کنار پس,رسمی
نمی‌دانستم که قرار هست چنین بلایی سرمون بیاید,رسمی
تو یک برادر ستوان در گردان دوم دوونز داری؟,رسمی
خب خاطرجمع می‌شم که نارضایتی ت به اطلاع فرماندهی برسد,رسمی
دقیقا پشت لاشه‌ها یک راه عبور هست,رسمی
موش هست گوش وامانده ش را از بیخ گاز می‌گیرد و درحالی‌که درون دهان ش بوده فرار می‌کند می‌رود,رسمی
پس حتماً نارضایتیت را به بالا گزارش می‌دهم,رسمی
برو پی کارت سرباز,رسمی
به امداد پزشکی احتیاج داری؟,رسمی
منور کوفتی را شلیک کن,رسمی
وقتی دوربین مخفی را از اتاق بچه‌اش آوردن بیرون,رسمی
این بی‌پدر هنوز رانندگی یاد نگرفته,رسمی
ژنرال ارینمور دستور دادند که این حمله متوقف بشود,رسمی
وقتی که آن ها دوربین‌های جاسوسی را از تو اتاق بچه‌هاشون بیرون می‌کشند,رسمی
   سرجوخه  بقیه هر کار می خوان بکنن بقیه باید انضباطشون رو حفظ کنن ,محاوره
  نقشه  چراغ قوه  نارنجک و چندتا آذوقه کوچیک,محاوره
اون لاشه ها مفیدن  چون اگه هوا تاریک بشه میتونید بوی گندشون رو دنبال کنید,محاوره
  ماموریت داریم   فقط بذار برم  ,محاوره
نگاه کنید به این لعنتی نگاه کنید,رسمی
 نمیدونستم برای چی دارم انتخابت میکنم,محاوره
به شرط‌بندی مون فیصله بده امروز چه روزی هست؟,رسمی
می‌رویم که بلند شویم می‌رویم که بلند شویم,رسمی
یک پیغام از طرف ژنرال ارینمور داریم,رسمی
ژنرال  ارینمور  دستور دادند که این حمله متوقف بشه,محاوره
صدها و هزاران ساعت فیلم رو اون حافظه ها بود,محاوره
یکی از افراد را انتخاب کن و وسایلت را هم بردار و بیاور,رسمی
خط مقدم را ادامه بدید تا یورکس را پیدا کنید,رسمی
 لازم نیست نگران باشی هیچ مقاومتی نمی کنن,محاوره
 باید برم پیش دوونز دوم بعد ایکوست,محاوره
فکرش رو هم نمیکنن که دارن توی چه مخمصه ای میفتن,محاوره
الان این رو فرستادن  هفته بعد فرمانده یه پیغام متفاوت میفرسته,محاوره
خون زیادی از‌دست‌داده,رسمی
نمی‌دانم حتماً دستی اینکار را کرده,رسمی
 فقط واسه همین کشیش نشدم,محاوره
محض رضای خدا  مواظب باش داری روی مرده ها قدم میذاری,محاوره
کدام یک از شما بلیک هست؟ منم قربان,رسمی
  شرط می بندم گفت بخاطر ترکش بوده,محاوره
چیزهای بدی تو ذهنم است,رسمی
سوار یک الک عازم دریا شدن,رسمی
چیزی نیست چیزیت نمی‌شود باید بلند بشویم,رسمی
مردم فکر می‌کنند فقط یک نوعه ولی انواع مختلفی دارند,رسمی
از مادر و زنشون متنفرن آلمان حتماً یک گوه دونیه,رسمی
تو هم کاش یک ابله دیگه رو با خودت میوردی ,محاوره
و تمام عزیزان مرحوم م,رسمی
   افراد  شماها با اون اسلحه ی مسخره تون مایه ننگ کل قوا هستین ,محاوره
برگردید برگردید به بخش‌هاتون برگردید برگردید سرسختانه پدافند کنید,رسمی
  ببین کی داره حرف می زنه,محاوره
وقتی می گن همه چی مساویه با فاصله پیاده روی,محاوره
و این رو به سرهنگ مک کنزی برسونید,محاوره
احتمالا پشت نبش بعدی کمین کردند,رسمی
از بالا هلش بدین به چپ ,محاوره
یک دستور مستقیم مبنی بر کنسل کردند حمله فردا است,رسمی
ببین دفعه آخری که آلمانی‌ها عقب‌نشینی کردند عاقبت خوشی نداشت,رسمی
افراد زیادی برای آن مرده بودن,رسمی
که رفتار درست را می‌خواهم با دخترتون داشته باشم,رسمی
 اونا از زنها و مادرهاشون متنفرن  و آلمان هم حتما مثل مستراحه,محاوره
چه هست؟ اخرین نفری که رفت بیرون کی بود؟,رسمی
لازم نیست نگران باشید با هیچ مقاومتی روبرو نمیشید,محاوره
آره درست با این سرعت یک معجزه کوفتی حساب می‌شود,رسمی
عیب ندارد هفته دیگر همین موقع قرار هست برای شام مرغ بخوری,رسمی
نقشه چراغ‌قوه نارنجک و چندتا آذوقه کوچک,رسمی
  پس چی شد؟  برای چی برای تو مهمه؟,محاوره
فکر کردم مکن این جا یک مقدار خوراک درست و حسابی گیرمون بیاید,رسمی
الان اوضاع این هست ولی هفته بعد فرمانده پیغام دیگری می‌فرستد,رسمی
آره  کی پول اون رو می ده؟,محاوره
کجا مستقر شدن؟   اونطرف ایکوست  ,محاوره
هوم  راستیتش  اون بچه همیشه من رو می ترسوند به هرحال,محاوره
وقت تلف نکن نه گروهبان,رسمی
  چکار می کنی؟   باید این حمله رو متوقف کنم  ,محاوره
 فکر میکردم که قراره کار آسونی رو انجام بدیم  خب؟,محاوره
خیال داری چه کار کنی؟ من باید جلوی این حمله را بگیرم,رسمی
مردک لاشی زد گروهبانمون را انداخت بیچاره زخمیه,رسمی
  دارم حالت رو می گیرم,محاوره
پس می‌خواهند چه غلطی بکنند؟,رسمی
ولی اگه میخوای بریم یه هتل مسخره تو شهر,محاوره
خیلی خب گیریم که آلمانی‌ها رفته باشند,رسمی
  دنیل  قسم می خورم من برش نداشتم,محاوره
اگر می‌توانی حرکت کنی برو به منطقه تریاژ,رسمی
  این نقشه ی خود آلمانی هاست  قربان,محاوره
برای‌همین به ما نارنجک داد؟,رسمی
که در این دنیای پرمحنت گمگشته‌ام,رسمی
که بیشتر از شش ماه طول بکشد نداشتم,رسمی
  تا هوا تاریک نشده  نمیایم دنبالتون,محاوره
 حالش رو ندارم بشنوم چشمت به درخت ها باشه,محاوره
عالی شد آخرین خانه کیلومترها عقب‌تر بود,رسمی
به آن جا می RAM تا پدرم را ببینم,رسمی
قفل شکسته می‌شود و شاو می‌تواند زنگ بزند,رسمی
  چی میگه؟  چی چی رفیق؟,محاوره
مرتیکه عوضی زد گروهبانمون را انداخت این مرد زخمیه,رسمی
به من گوش بدید گوش بدید من یک نامه دارم,رسمی
برای کسی که واقعا عاشقش نیستی,محاوره
من هیچ علاقه کوفتی برای  دنیل  ندارم,محاوره
 یکی بهشون بده  کیلگور به یه دردی بخور,محاوره
لاشه ها مفیدن  چون موقع تاریکی میشه بوی اونا رو دنبال کرد ,محاوره
البته خیلی امیدوار نباشید بنظر یه عقب نشینی استراتژیکه,محاوره
 ولی قربان  اونموقع روز هست دیده میشیم,محاوره
اما فکر می‌کنم دنیل یک‌خرده خارج از حد تو باشد,رسمی
رفیق چه وضعشه؟ فقط دارم می‌گویم احتمالش هست,رسمی
دقیقا پشت لاشه‌ها یک راه عبور هست,رسمی
نه سنگرهای می‌دانی چند هفته پیش بمباران شدن,رسمی
بعضی از مردم هم دیوانه بدنیا میان,محاوره
می دونم  ما هم همین طور,محاوره
< >< >< > زیرنویس و ترجمه توسط سامان حامدی< >< >< >,رسمی
< > فقط دارم می‌روم به خانه< >,رسمی
  کاش به اون موش شلیک می کردم,محاوره
فکر می کنم اون این کار رو باهاش کرده و ماشینش رو دزدیده,محاوره
< > نه بیماری هست نه خطری < >,محاوره
 یکی مثل تو دندون میخواد چیکار؟,محاوره
استفراغ می‌کند بعدش اونی که تو دردسر می‌افتد ماییم,رسمی
  می دانم که خیس خواهم شد و عذاب خواهم کشید  ,محاوره
واقعا نمی خوای بیای تو آب؟,محاوره
 گردان دوم میخواد سپیده دم فردا به این خط حمله کنه ,محاوره
باشه  من متنفرم که اینو بگم,محاوره
حتماً چشم دیدن زن و مادرشان را ندارند و آلمان هم کشور تخمی‌ای هست,رسمی
چرت و پرت نگو می‌خواهیم حمله کنیم آن ها از ما فرارین,رسمی
  می روم به اردن  ,محاوره
  ما یه پیغام از طرف ژنرال ارینمور داریم,محاوره
 عذر میخوام اون شما رو اذیت کرده؟,محاوره
  زودباشین بچه ها  اون یه تیر به پاش خورده,محاوره
دو شب پیش مثل سگ کشتنشون,رسمی
ببین  برو سرشون رو گرم کن,محاوره
خب مثل‌اینکه من باید اینجا پیاده اش هم امیدوارم شانس یارتون باشد,رسمی
اون در موج اول حمله بود,محاوره
آره ما هنگ دی هستیم شب را مشغول سنگر کندن بودیم,رسمی
نه  نه برای کسی که عاشقش نیستی,محاوره
سعی کن تنها نباشی و شاهد داشته باشی,محاوره
می‌دانی این یک کنجکاوی مضره؟,رسمی
  تمام هفته اخم کنی یا می خوای خوش بگذرونی؟,محاوره
  < >دیگه واسه ولگردی نمیرم اونجا< >  ,محاوره
 خب  غذا لازم داری برو چادر آشپزخونه,محاوره
نیازی به فکر کردند نیست پای برادر بزرگم گیره,رسمی
آخر بیا بیا یک سفر برویم,رسمی
   ولی عازم سرزمینی هستم  ,محاوره
  از شهر رد میشم و از سمت شرقیش,محاوره
با شناختی که از ستوان بلیک دارم احتمالا با سربازهاش حمله کرده,رسمی
می‌شود به تو یک چیزی بگوییم شاید خودت هم آن را بدانی,رسمی
باشد اصلاً فرض می‌کنیم که آلمان‌ها رفتن,رسمی
این تو را نمی‌ترساند که داخل خونه‌ی یک نفر دیگر باشی؟,رسمی
این یک دردسر به تمام معنا می‌شود,رسمی
مردم فکر میکنن فقط یه نوع گیلاس هست  ولی انواع مختلفی داریم,محاوره
  < >من یه غریبه دورگرد فقیرم< >  ,محاوره
خب میشه از بقیه بپرسی؟,محاوره
< >جایی که رفعت خدا   برای همیشه پابرجاست< >,محاوره
آن هم کلی سر‌و‌صدا راه می اندازد و جیغ وداد می‌کند,رسمی
 درازای خط مقدم رو بگیرین تا هنگ یورک شایر رو پیدا کنین ,محاوره
آی  ممکن بود با اون بزنی  دندونام رو بشکنی,محاوره
عوضی باید بره رانندگی یاد بگیره,محاوره
  اونا عقب نشینی کردن   کیلومترها عقب نشینی کردن بالاخره شکستشون دادیم,محاوره
 هیچ راهی نداره بری اون تو  رفیق ,محاوره
فضای را مستقیماً پشتشون می‌بینی,رسمی
انگار من این جا پیاده می‌شم شانس با شما یار,رسمی
بیشتر بچه ها توی سن پنج یا شش سالگی تمایلات بدی نشون میدن,محاوره
 الان مثلا ادای فرمانده   بیوفوی  رو درآوردی؟,محاوره
آن پیامی فوری دارد که به گردان دوم دون شایر برساند قربان,رسمی
جایی برای نگرانی نیست هیچ کس جلوتون نخواهد بود,محاوره
و بعد از خیابون پارادیس به جهت  شمال غربی برین تا به خط مقدم برسین,محاوره
مشکل تو خودت هستی چون پسرها تو را مثل بت می‌پرستند,رسمی
وگرنه تا آخر عمرش باید فکر کند که تو کجایی؟,رسمی
سه سال جنگ سر این,محاوره
تو دیگر چه خری هستی؟,رسمی
 بذارم زمین خواهش میکنم بذارم زمین,محاوره
 همینطوری که نمیتونید بلندش کنید,محاوره
کوتبرتز کوئین آنز مون مورنسیز شیرین ترش,رسمی
 جسد دو نفرشون رو آوردیم اینجا اون یکی رو نتونستیم,محاوره
خیلی خب باز هم شروع شد,رسمی
دارید می‌رید جنوب سنگر ابله‌ها,رسمی
  شاید تو درست میگی,محاوره
قربان ستوان بلیک این جا است؟ روح مم خبر ندارد,رسمی
پس  حالا به تو بستگی داره,محاوره
چشم‌چرانی دوستم را کرده اوه مالی,رسمی
بنظر شما دارند اشتباه می‌کنند قربان؟,رسمی
به آنجا خواهم رفت تا پدرم را ببینم,رسمی
و بعدش به سمت شمال غربی تا به پارادایس الی و خط مقدم برسید,رسمی
یه شکاف توی سیم خاردار هست,محاوره
بهتر هست حداقل صبر کنیم هوا تاریک بشود,رسمی
مواظب باشید پسرها پاش تیرخورده,رسمی
که هر چی میشستش نمیرفت شده بود مثل آهنربای موشها,محاوره
اون بوی گند توی  آراس  رو یادته؟,محاوره
نباید متوقف بشوید اگر یک نفر بغل دستتان افتاد شما به راهتون ادامه بدید,رسمی
چیزی نیست  چیزی نیست تکون نخور  تکون نخور,محاوره
پس الان اینکار گردن تو افتاده,رسمی
و اگه توی همین جهت پیش بریم بهش میرسیم,محاوره
همه‌چیز دارد فرومیریزد,رسمی
به سوی خانه حقیقیم خواهم رفت,رسمی
حوا است باشد کی را داری هل می‌دهی پس از سر راهم برو کنار,رسمی
بنظر< عدد> مایل عقبتر در این نقطه یک خط جدید ساختن,رسمی
شاید از این راه بتوانیم برویم,رسمی
بهتر هست با یک شیلنگ کوفتی از درون این خندق آب بگیریم شدن برن,رسمی
زمانی که فهمیدم دیگر نمی‌توانم بمونم و مجبورم برگردم,رسمی
ویلکو هم ترسید و از جای آن پرید وقتی هم پرید,رسمی
  حتما چیز مهمیه که خود ژنرال اومده,محاوره
در خط مقدم به پیش برید تا جوخه  یورکس  رو پیدا کنید,محاوره
 اونا از زن و مادرشون متنفرن و حتما آلمان یه عن دونی ه,محاوره
از طریق این تدهین مقدس از خداوند طلب میکنم,محاوره
  ده شیلینگ می بندم قرار حمله کنیم,محاوره
  به دردبخوره  چون اگر تاریک بشه می تونین رد بوی متعفن رو بگیرید,محاوره
به خانواده ای که توی شهر سیلور هست بده,محاوره
 برو یکی به جراحاتت برسه,محاوره
ظاهرا درگیری بین هواپیماهاست,رسمی
می‌دانی مامان من وقتی ما نیستیم,رسمی
حرف مفت نزن  ما بهشون حمله میکنیم ما فراریشون دادیم ,محاوره
آره آن وقت کی قرار هست پولش را بده,رسمی
سر راه به چندتا سرباز آلمانی عقب‌مانده از گردان شدن برخوردیم که موی دماغ مون شدن,رسمی
فکر کردم ممکنه این جا یه مقدار خوراک درست وحسابی گیرمون بیاد,محاوره
این وقت سال برف می‌بارید همه جا درخت‌ها شکوفه می‌بست,رسمی
تا اون موقع به تاریکی شب میخوری,محاوره
تو به آن بدهکاری که حداقل برای فرار از اینجا سعی خودت را بکنی,رسمی
کنارش یک راه کوچک هست,رسمی
  ولی مزارع طلایی انتظارم را میکشند  ,محاوره
پر جسد هم بود بهترین شانستون این هست که از اینجا بروید,رسمی
من ائلش برای هفته‌ها داد و بیداد می‌کردم,رسمی
خوش‌حال باش هفت دیگر همین موقع شام مرغ می‌خوریم,رسمی
مرتیل توله دار شده,رسمی
حتماً داریم حمله می‌کنیم درست میگم؟,رسمی
نقشه چراغ‌قوه نارنجک و مقداری غذا,رسمی
دستور از طرف ژنراله  فقط بذار من برم  ,محاوره
باید یه جنگل در جنوب شرق پیدا کنم,محاوره
چه کار می‌کنی؟ باید این حمله را متوقف کنم,رسمی
کلی از روغن ه رو می ماله روی فکل ش و می ره توی رخت خواب,محاوره
پوششی هست قربان؟ جایی که از او بپریم؟,رسمی
مراقب آن رشته تپه‌ها باش,رسمی
دارد همه چه می‌ریزد پایین,رسمی
فقط این نامه رو بخونید,محاوره
باعث نمی‌شود که خاص بشوی برای کسی تفاوتی ایجاد نمی‌کند,رسمی
بنظر خودت میتونی به موقع برسی اونجا؟,محاوره
و میبینه که یه موش نشسته روی شونه اش و داره روغن روی سرش رو لیس میزنه,محاوره
گر جهنم یا عرش اعلا میروی آنکه تنها میرود زودتر رسد,محاوره
  یه کسی این غذاها رو اینجا گذاشته,محاوره
این حمله باید متوقف بشود به شما دستور داده‌شده متوقفش کنید,رسمی
 ارینمور گفت که سریعتر راه بیوفتیم,محاوره
از ژنرال دستور داریم فقط بگذار بروم,رسمی
باید به زخمهات رسیدگی بشود,رسمی
  شاید تو باید مثلا   اگه قرار بود من,محاوره
  بنظر من می خواستن ما از اون راه بریم  می خواستن دفنمون کنن,محاوره
یکی از افراد را انتخاب کن و وسایلت را هم بردار و بیاور,رسمی
زودباش برو دیگر از کنارش که می‌توانی رد بشوی,رسمی
خدایا یک‌ذره تشویش دارم,رسمی
یک قضیه‌ای پیش‌آمده چیزی شنیدی؟,رسمی
دستور توقف حمله داده‌شده ژنرال ارینمور دستور توقف حمله را داده,رسمی
چرا انقدر منحرف وجود داره؟,محاوره
محض رضای خدا آخر چرا حتماً باید من را انتخاب می‌کردی؟,رسمی
 با به صدا دراومدن سوت اول پیشروی میکنیم,محاوره
خب حتماً عدم تمایلت را به دستور می‌رسانم,رسمی
حتی موشهاشون هم از مال ما بزرگتره,رسمی
تا مایل‌ها دورتر از اینجا کسی نیست,رسمی
آن در موج اول حمله بود,رسمی
   انریمور  گفت که باید سریع بریم,محاوره
تو که آن جنگ برای تو بد نبود حداقل مدالت را آن را بپا,رسمی
می‌خواستیش چه کار؟ تشنه‌ام بود,رسمی
می‌روم به اردن,رسمی
 یکی باید به این لاشی رانندگی یاد بده,محاوره
به خانه می‌روم تا مادرم را ببینم,رسمی
  روی صابون داخل حموم مو بود,محاوره
یک نفر را می‌فرستم که زخم‌هات را ببیند,رسمی
وسط شب که بیدار می‌شود,رسمی
عوضی باید برود رانندگی یاد بگیرد,رسمی
 حتما مسئله مهمیه که ژنرال اینجاست,محاوره
اما غصه نخورید حتماً به شما مدال می‌دهند,رسمی
وقت تلف نکن  نه  گروهبان  ,محاوره
 یه شکاف کوچیک کنارش داره,محاوره
واسش نامه نوشته بوده و گله کرده که حموم و اینجور چیزا نیست ,محاوره
  دسته <عدد> و <عدد> آماده باشند,محاوره
ما باید بریم سر یه قرار واقعی,محاوره
آن‌وقت صبح قربان می بیننمون,رسمی
همه چه دارد آوار می‌شود بالا,رسمی
احتما درست سرپیچ بعدی ایستادن,رسمی
داری چه کار می‌کنی؟ باید این حمله متوقف بشود,رسمی
قرار بود هفته‌ها پیش اتفاق بیافتد به ما گفته‌اند کریسمس خونه‌ایم,رسمی
قبل‌از‌اینکه متولد بشود من اینجا بودم,رسمی
قصور یا هر گناهی که مرتکب شدید را ببخشد,رسمی
  چیزی نیست  چیزی ت نیست ثابت بمون  بی حرکت بمون,محاوره
شاید بخاطر این کار بهتون مرخصی بده,محاوره
   نمی دونستم چرا دارم تو رو انتخاب میکنم,محاوره
  بقیه تو تختت سکس می کنن,محاوره
اینطوری که نمیتونید بلندش کنید,محاوره
راستش به یک‌ذره کمک در مورد خانواده‌ام نیاز دارم,رسمی
رفتن اون دور دورا رفتن اون دور دورا,محاوره
بعضی وقتا می ذاره از زیرزمین بیاییم بیرون,محاوره
فورا راه بیافتید از خندق غربی بروید تا خیابان ساکینهال,رسمی
چقدر طول میکشه خودتو برسونی اونجا؟,محاوره
  از منطقه بی طرف رد شدیم بیرون  باپوم,محاوره
چطوره توی یک استخر خالی با هم حال کنیم,محاوره
خب نه کابلی نه وای فایی پس,رسمی
و اگه بتونه خط جدیدشون رو درهم بشکنه میتونه نتیجه جنگ رو تغییر بده,محاوره
  وقتی من حموم بودم فهمیدم که تو خونه ای,محاوره
که عاری از هرگونه درد و رنج و گزند است,رسمی
یک‌گوشه ساکت پیدا کن سرت را پایین بگیر و قایم شو,رسمی
نه نمی‌توانم نمی‌توانم با دنیل و مالی وقت بگذرانم,رسمی
یک‌چیز عجیب در آن هست,رسمی
و بعد در ماه مه  باید می چیدیم شون  من و  جو,محاوره
باید خودم را به گردان دوم دوونز برسانم که تازه از اکو است رد شدن,رسمی
تو بهش بدهکاری که حداقل واسه ی فرار از  اینجا سعی خودتو بکنی,محاوره
شرط می‌بندم به تو گفته گلوله انفجاری زدش,رسمی
تنها نفرستادن ما دو نفر بودیم,رسمی
  باشه  برفرض که آلمانی ها رفته باشن,محاوره
 دقیقا پشت لاشه ها یه راه عبور هست,محاوره
نمی‌خواهم یک پدر به درد نخور باشم,رسمی
وقتی داشتن تلگراف را درست می‌کردند به ضرب گلوله کشته شدن,رسمی
چندوقت دیگر می‌توانی باز جلق بزنی,رسمی
سروان یک پیغام دارم این حمله لغو شده,رسمی
 <عدد> یارد جلوتر  توی سنگره,محاوره
برگردید برگردید به پستتون برگردید برگردید,رسمی
منو یادش نمی‌آید این را نگو,رسمی
انریمور گفت که باید سریع برویم,رسمی
و وقتی داشت برای آن نامه نوشت از نبود حمام و این‌ها برای آن گفته,رسمی
نقشه‌های هوایی خط جدید,رسمی
 تو از کجا میدونی؟ تو که اصلا ریدی با انگلیسی حرف زدنت,محاوره
باید خودمون رو برسونیم به یه درمان گاه خط مقدم  نمی تونم  ,محاوره
این وقت سال برف می‌بارید همه جا درخت‌ها شکوفه می‌بست,رسمی
خواهش می‌کنم باید سریعتر بروم,رسمی
  باید ببریمت بیمارستان صحرایی  نمی تونم,محاوره
اره من عاشق دعوا سر چیزهای کوچیکم,رسمی
یک پیغام ضروری برای دوونز دوم دارم,رسمی
شما دوونزین؟ بله سرجوخه,رسمی
از کجا می‌دانی؟ حتی بلد نیستی حرف بزنی,رسمی
دارم سعی می‌کنم بازش کنم نیم اینچ دیگر مانده,رسمی
باید می‌ذاشتیم دست خود آلمانی‌های حرومزاده بماند,رسمی
چی داری اونجا؟   ساندویچ  ,محاوره
باید زیر چرخ‌ها چوب بگذاریم,رسمی
  می روم به خانه  ,محاوره
محض رضای خدا مراقب باش داری روی مرده‌ها پا می‌گذاری,رسمی
ما دو شب پیش یه افسر و سه سرباز رو از دست دادیم,محاوره
این فقط یه شایعه س,محاوره
حالا میخوام که سریع بریم اونجا متوجه شدید؟ متوجه شدید؟,محاوره
 به شرطی میام بیرون که کلیر رو آزاد کنی,محاوره
ولی نمیخواسته که اون رو داخل کوله ش بذاره,محاوره
نمی‌دانستم چرا دارم تو را انتخاب می‌کنم,رسمی
خوش آمدی به اتوبوس شب  به مقصد خدا میدونه کدوم گورستون,محاوره
  اینجا رو ببین  چقدر بزرگه,محاوره
ما دنبال شما نمیایم  نه تا قبل از این که هوا تاریک بشه,محاوره
به چند تا آلمانی سرگردان برخوردیم که برای ما دردسر درست کردند,رسمی
  از صبحانه نهار لعنتی متنفرم,محاوره
از طرف ژنرال ارینمور دستور لغو حمله را دارم,رسمی
  ده متر نشده می زننمون  باید صبر کنیم,محاوره
الآن بلند می شیم  الآن بلند می شیم,محاوره
خبر ندارم این چه کار می‌کند,رسمی
دستورتون شکستن خط دفاعیشونه,رسمی
عزیز دلم  نظرت در مورد این یکی چیه؟,محاوره
خب تا‌جایی‌که می‌دانم ستوان بلیک با افرادش رفته,رسمی
  اون آدم خوبی به نظر می رسه   هوم  آره  ,محاوره
  ما دو گردان رو از دست میدیم  هزار و ششصد مرد که برادرت هم جزشونه,محاوره
  فکر کنم ما  دو به یکیم,محاوره
یعنی تو و مولی می‌توانید با هم باشید,رسمی
این همان جایی که آن ها گفته‌اند ولش کردند,رسمی
از شهر عبور می‌کنم و می‌روم به طرف شرق,رسمی
اگر از موانع عبور کنیم می‌رسیم,رسمی
می‌دانم وقتی که من دستشویی بودم تو درون خانه بودی,رسمی
  تو که از نیروهای ما نیستی  خیر قربان ,محاوره
 دارین میرین جنوب خندق احمقا,محاوره
جلوش رو بچرخونید به سمت چپ,محاوره
مشکل تو خودت هستی چون پسرها تو را مثل بت می‌پرستند,رسمی
بالا باید برگردیم دارد شب می‌شود,رسمی
  ولی نه بیماری  نه رنجی و نه خطری می بینم  ,محاوره
تو در گردان دوم دوون یک برادر داری؟,رسمی
 یه برادر داری؟ یه ستوان توی جنگ دوونز دوم؟,محاوره
 سرهنگ عکس های هوایی خطوط جدید دشمن رو ندیدن ,محاوره
هوی  آروم بگیر  رفیق  کجا می ری؟,محاوره
خدا   هتل های یه ستاره هم امکانات بیشتری داره,محاوره
 جلوش رو تکیه گاه کنین و از چپ بچرخونیدش,محاوره
و بعد یک روز پشتم ظاهر شد,محاوره
که وقتی احساس می‌کنم که یک چیزی همیشگیه,رسمی
چقدر طول می‌کشد برسید آنجا؟,رسمی
تو کامیون سربازها جا هست قربان,رسمی
فقط یک راه هستش که این جنگ تمام بشود,رسمی
معطل نکن بله قربان,رسمی
آره آن وقت کی قرار هست پولش را بده,رسمی
اگر اتفاق خاصی رخداد آن را ببینیم,رسمی
می‌دانید ستوان بلیک کجا است قربان؟,رسمی
قسم می‌خورم آن گوشه گذاشته آن را بودم,رسمی
یک‌راست به سمت جنگل کورسیل,رسمی
 من که نه با مرخصیم موافقت نکردن,محاوره
بگذار بنشینم نه نمی‌توانیم بمونیم,رسمی
خط لمان حدودا< عدد> یارد بعدشه,رسمی
 بایدم اینو بگی پای جون برادر تو که در میون نیست,محاوره
به نظرت می‌توانید به موقع برسید آنجا؟,رسمی
آره اینجا حتی کشور لعنتی خودمان هم نیست,رسمی
روی اون تنه درخت  اون سنگین تره,محاوره
و مستقیم به جنگل کروزیل می‌روم,رسمی
مطمئن شو که شاهدهایی اونجا باشن,محاوره
لازم نیست نگران باشید با هیچ مقاومتی روبرو نمیشید,محاوره
 میشه لطف کنین و اونا رو شلیک کنین؟ آفرین پسر خوب,محاوره
آره پس یا باید اخبار ببینم,رسمی
مردان زیادی برای این مردن,رسمی
فکر می‌کردم اینجا یک خوراک درست درمان به ما می‌دهند,رسمی
آلمانی‌ها یک نقشه‌ای دارند,رسمی
بهش بگو که نترسیده بودم,محاوره
سمت راست  یک  دو  سه,محاوره
خدایا  چه اتفاقی براش افتاده؟,محاوره
نمی‌توانستند بهتر از این‌ها عقب‌نشینی کنند؟,رسمی
پل بعدی شش مایل فاصله دارد مجبوریم از یک راه دیگر برویم,رسمی
آخر‌از‌همه می‌رویم,رسمی
باید صبر کنی تا موج اول حمله تمام بشود,رسمی
و یک موش می‌بیند که روی شانه ش نشسته و روغن موهاش را می‌خورد,رسمی
وقتی دوربین مخفی را از اتاق بچه‌اش آوردن بیرون,رسمی
خدای من مرد برو پیش سروان,رسمی
سیم خاردارهای ما داغون هستند ولی یک جورایی از لاشون یک راهی هست,رسمی
سرپیچ بعدی روی نصف آن ها و ایستادی,رسمی
ببین من قرار نیست بقیه عمرم را اینجا باشم,رسمی
 ازینجا تا در امتداد داره,محاوره
آخر تو برای چه انواع و اقسام گیلاس را می‌دانی؟,رسمی
ببین یک تکه حلبی کوفتی بیش‌تر نیست,رسمی
ما دسته دوم هستیم همه ما را یک جا نمی‌فرستند,رسمی
چقدر زمان می‌برد که برسی آن جا؟,رسمی
 دوست ندارم منورها دست آلمانیها بیفته ,محاوره
  نه  سرگرد  اگه تعلل کنیم شکست می خوریم  ما فقط پونصد متر با پیروزی فاصله داریم,محاوره
 باید بریم به پشت خط  ایستگاه پاکسازی تلفات,محاوره
پرواز بگیریم به شیکاگو یا بوستون یا جا دیگری,رسمی
شرط می‌بندم به تو گفته گلوله انفجاری زدش,رسمی
به طرحی که از موتورشون کشیده بودند نگاه می‌کردند,رسمی
از منطقه بیطرف رد شدیم بیرون    باپوم ,محاوره
کدام یک از شما بلیک هست؟ منم قربان,رسمی
بهیارها را فرابخوان بیان به مجروحین رسیدگی کنند,رسمی
تو تخمین می‌زنی آن ها الان کجا باشند؟,رسمی
 دو گردان از دست میدیم <عدد> نفر  از جمله برادرت,محاوره
من بیشتر از وقتی که اون زنده بود اینجام,محاوره
یک مو روی صابون درون دوش بود,رسمی
و اگر بتونه خطوط اونا رو الآن بشکنه  ورق رو برمی گردونه,محاوره
طی سه سال گذشته  این اولین باری بود,محاوره
 بیخیال گروهبان افراد بیشتری رو بذار پایگاه,محاوره
حدس می‌زنم چندتا آدم خوب ایستادند تا کمکش کنند,رسمی
< > من دارم می‌روم اردن< >,رسمی
  چون قراره بزودی خودارضایی کنی,محاوره
ولی نمی‌دانند چه در انتظارشونه,رسمی
خب فکر کنم به برخی غذاها احتیاج داریم,رسمی
در مورد خودت بگو,رسمی
سریع حرکت کنید از این سنگر به سمت غرب تا معبر ساچیهال بروید,رسمی
به قدر کافی خوبه  قربان,محاوره
این طور فکر نمی کنی  سروان؟  چرا  قربان  همین طور فکر می کنم  ,محاوره
